NMR and NQR study of the tetrahedral frustrated quantum spin system  in its paramagnetic phase,11,2010
"A Comment, H Mayaffre, V Mitrović, M Horvatić, C Berthier, B Grenier, ...",,
"Physical Review B—Condensed Matter and Materials Physics 82 (21), 214416",,
Comment on “Texture in the Superconducting Order Parameter of  Revealed by Nuclear Magnetic Resonance”,11,2008
"VF Mitrović, G Koutroulakis, M Klanjšek, M Horvatić, C Berthier, G Knebel, ...",,
"Physical review letters 101 (3), 039701",,
NMR and magnetic susceptibility investigation of high temperature phase transitions in RbC8,11,1983
"Y Chabre, P Segransan, C Berthier, FJ Di Salvo, JE Fischer",,
"Synthetic Metals 8 (1-2), 7-13",,
ELECTRONIC PROPERTIES OF TRANSITION METAL DICHALCOGENIDES. CONNECTION BETWEEN STRUCTURAL INSTABILITIES AND SUPERCONDUCTIVITY.,11,1976
"D Jérome, C Berthier, P Molinié, J Rouxel",,
,,
Quadrupolar interaction around Ga in aluminium,11,1972
"C Berthier, M Minier",,
"Solid State Communications 10 (3), 257-260",,
High-field phase diagram of the heavy-fermion metal : Pulsed-field NMR study on single crystals up to 56 T,10,2019
"Y Tokunaga, A Orlova, N Bruyant, D Aoki, H Mayaffre, S Krämer, ...",,
"Physical Review B 99 (8), 085142",,
17O nuclear spin-lattice relaxation in YBa2Cu3O6+ x single crystals,10,1991
"M Horvatić, C Berthier, Y Berthier, P Butaud, WG Clark, JA Gillet, ...",,
"Physica C: Superconductivity 185, 1139-1140",,
Luttinger liquid physics in the spin ladder material CuBr4(C5H12N)2,9,2010
"M Klanjšek, H Mayaffre, C Berthier, M Horvatić, B Chiari, O Piovesana, ...",,
"physica status solidi (b) 247 (3), 656-658",,
π-d Interaction in the Field Induced Superconductor λ-(BETS)2FeCl4: Studied by 77Se NMR,8,2006
"K Hiraki, H Mayaffre, M Horvatic, C Berthier, H Tanaka, A Kobayashi, ...",,
"Journal of low temperature physics 142, 185-190",,
High-field magnetic phases of a two-leg spin ladder: Cu2 (C5H12N2) 2Cl4,8,2000
"G Chaboussant, MH Julien, Y Fagot-Revurat, H Mayaffre, M Horvatić, ...",,
"Physica B: Condensed Matter 280 (1-4), 315-316",,
Copper spin-spin NMR relaxation in YBCO and a comparison between NMR and inelastic neutron scattering,8,1994
"JA Gillet, T Auler, M Horvatić, C Berthier, Y Berthier, P Ségransan, ...",,
"Physica C: Superconductivity 235, 1667-1668",,
Sliding of Charge Density Waves in a Static Electric Field,8,1987
"A Jánossy, C Berthier, P Ségransan",,
"Physica Scripta 1987 (T19B), 578",,
Field-dependent paramagnetic relaxation enhancement in solutions of Ni (II): What happens above the NMR proton frequency of 1 GHz?,7,2020
"J Kowalewski, PH Fries, D Kruk, M Odelius, AV Egorov, S Krämer, H Stork, ...",,
"Journal of Magnetic Resonance 314, 106737",,
Density-functional calculation of the quadrupole splitting in the 23Na NMR spectrum of the ferric wheel Na@Fe6(tea)6  + for various broken …,7,2007
"FA Bischoff, O Hübner, W Klopper, L Schnelzer, B Pilawa, M Horvatić, ...",,
"The European Physical Journal B 55, 229-235",,
High field properties of the frustrated 2D dimer spin system SrCu2 (BO3) 2,7,2006
"M Takigawa, K Kodama, M Horvatić, C Berthier, S Matsubara, ...",,
"Journal of Physics: Conference Series 51 (1), 23",,
NMR Study of High-Tc Superconductors,7,1989
"Y Kitaoka, K Ishida, F Fujiwara, T Kondo, K Asayama, M Horvatic, ...",,
Strong Correlation and Superconductivity: Proceedings of the IBM Japan …,,
Structural and magnetic properties of methylated CuHpCl,6,2004
"M Clémancey, H Mayaffre, MH Julien, C Berthier, P Ségransan, A Hassan, ...",,
"Journal of magnetism and magnetic materials 272, 962-963",,
The grenoble GIGA-NMR project,6,2000
"G Aubert, C Berthier, F Debray, M Horvatic, W Joss, G Martinez, ...",,
"IEEE transactions on applied superconductivity 10 (1), 732-735",,
NMR study of the high magnetic field incommensurate phase of the CuGeO3 spin-Peierls system,6,1998
"M Horvatić, C Berthier, Y Fagot-Revurat, N Piegay, ME Hanson, ...",,
"Physica B: Condensed Matter 246, 22-26",,
63Cu NMR in the normal state of HgBa2Ca2Cu3O8+δ,6,1996
"MH Julien, M Horvatić, C Berthier, P Segransan",,
"Journal of Low Temperature Physics 105, 371-376",,
Studies in Inorganic Chemistry,6,1983
"L Trichet, O Abou Ghaloun, J Rouxel, Y Chabre, C Berthier",,
"Elsevier, Amsterdam",,
Effect of strains on the indirect nuclear spin-spin coupling in platinum,6,1975
"C Berthier, V Jaccarino, M Minier",,
"Solid State Communications 17 (2), 147-151",,
"lY Henry, M. Coach and, lP Chaminade",5,1989
"M Horvatic, P Segrasan, C Berthier, P Butaud",,
"Phys. rev. B 39, 7332",,
NMR evidence for lithium ordering in Li0. 29ZrSe2,5,1983
"Y Chabre, C Berthier, P Segransan, L Trichet, P Deniard",,
"Solid State Ionics 9, 467-469",,
Phase diagram of CeCoIn5 in the vicinity of Hc2 as determined by NMR,4,2008
"VF Mitrović, G Koutroulakis, MA Vachon, M Horvatić, C Berthier, ...",,
"Physica B: Condensed Matter 403 (5-9), 986-989",,
93Nb NMR study of CDW in (NbSe4)10/3I single crystal,4,2005
"P Butaud, P Segransan, C Berthier, A Meerschaut",,
Charge Density Waves in Solids: Proceedings of the International Conference …,,
High field NMR in strongly correlated low-dimensional fermionic systems,4,2002
"M Horvatić, C Berthier",,
"International Journal of Modern Physics B 16 (20n22), 3265-3270",,
Spin susceptibility in underdoped YBaCuO single crystals from NMR,4,1994
"T Auler, C Berthier, Y Berthier, P Carretta, JA Gillet, M Horvatić, ...",,
"Physica C: Superconductivity 235, 1677-1678",,
NMR Studies of Charge Density Waves in Low Dimensional Conductors,4,1987
"C Berthier, P Segransan",,
"Low-Dimensional Conductors and Superconductors, 455-476",,
NMR evidence for a metastable vortex arrangement in the two-dimensional organic superconductor -,3,1999
"A Van-Quynh, C Berthier, H Mayaffre, P Segransan, P Batail",,
"Physical Review B 59 (18), 12064",,
"NMR and NQR study of La1. 85Sr0. 15CuO4 and YBa2Cu3O6+ x (x= 0, 0.25)",3,1988
"P Butaud, M Horvatic, Y Berthier, P Segransan, C Berthier, P Lejay, ...",,
"Physica C: Superconductivity 153, 741-742",,
Observation of electronic bound states in charge-ordered YBa  Cu  O ,2,2016
"R Zhou, M Hirata, T Wu, I Vinograd, H Mayaffre, S Krämer, M Horvatić, ...",,
arXiv preprint arXiv:1609.03539,,
RAPID COMMUNICATIONS-Magnetism-Nuclear magnetic resonance evidence for a strong modulation of the Bose-Einstein condensate in BaCuSi2O6,2,2007
"S Kramer, R Stern, M Horvatic, C Berthier, T Kimura, IR Fisher",,
"Physical Review-Section B-Condensed Matter 76 (10), 100406R",,
"Cu (2) nuclear resonance evidence for a magnetic phase in aged 60-K superconductors R Ba 2 Cu 3 O 6+ x (R= Tm, Y)",2,1998
"AV Dooglav, H Alloul, ON Bakharev, C Berthier, AV Egorov, M Horvatic, ...",,
"Physical Review B 57 (18), 11792",,
Spin gap in HgBa {sub {bold 2}} Ca {sub {bold 2}} Cu {sub {bold 3}} O {sub {bold 8+{delta}}} single crystals from {sup 63} Cu NMR,2,1996
"M Julien, P Carretta, M Horvatic, C Berthier, Y Berthier, P Segransan, ...",,
Physical Review Letters 76 (22),,
Cu-63 and Hg-199 NMR in overdoped HgBa2CaCu2O6+ delta,2,1996
"M Julien, M Horvatic, P Carretta, C Berthier, Y Berthier, P Segransan, ...",,
"PHYSICA. C, SUPERCONDUCTIVITY 268, 197-204",,
NMR measurement of drift velocity and phase fluctuations of sliding charge density waves in Rb0. 3MoO3,2,1989
"P Butaud, A Janossy, P Segransan, C Berthier",,
"Synthetic Metals 29 (2-3), 499-510",,
NMR and conductivity study of anhydrous polymer protonic conductors,2,1987
"JP Donoso, W Gorecki, C Berthier, F Defendini, M Armand",,
,,
NMR evidence of the Frohlich mode in Rb0. 30MoO3,2,1986
"P Ségransan, P Butaud, A Janossy, C Berthier, J Marcus",,
"Physica B+ C 143 (1-3), 120-122",,
Magnetic field-enhanced spin freezing in YBa2Cu3O6. 45 at the verge of the competition between superconductivity and charge order,1,2013
"T Wu, H Mayaffre, S Krämer, M Horvatić, C Berthier, CT Lin, D Haug, ...",,
arXiv preprint arXiv:1306.6306,,
Spin-chain system as a tunable simulator of frustrated planar magnetism,1,2012
"M Klanjsek, M Horvatic, C Berthier, H Mayaffre, E Canevet, B Grenier, ...",,
arXiv preprint arXiv:1202.6374,,
Principes de la Resonance Magnetique Nucleaire,1,2007
"C Berthier, H Mayaffre",,
Unpublished,,
"Condensed Matter: Electronic Properties, etc.-Observation of Spin Susceptibility Enhancement in the Possible Fulde-Ferrell-Larkin-Ovchinnikov State of CeCoIn5",1,2006
"VF Mitrovic, M Horvatic, C Berthier, G Knebel, G Lapertot, J Flouquet",,
"Physical Review Letters 97 (11), 117002-117002",,
"Reply to the Comment by S. Hilbert and W. Nolting on"" Calculating the Curie temperature reliably in diluted III-V ferromagnetic semiconductors""",1,2005
"G Bouzerar, T Ziman, J Kudrnovsky",,
"Europhysics Letters 72 (2), 324",,
1H NMR measurement of the magnetic field penetration depth λab in the organic superconductor κ-(BEDT-TTF) 2Cu [N (CN) 2] Br,1,1999
"A Van-Quynh, H Mayaffre, P Ségransan, C Berthier, P Batail",,
"Synthetic metals 103 (1-3), 1985-1986",,
Cu-63 NMR in the normal state of HgBa2Ca2Cu3O8+ delta,1,1996
"MH Julien, M Horvatic, C Berthier, P Segransan",,
"JOURNAL OF LOW TEMPERATURE PHYSICS 105 (3-4), 371-376",,
77Se HIGH-FIELD NUCLEAR MAGNETIC RESONANCE IN (TMTSF) 2C104,1,1996
"P Carretta, C Berthier, M Horvatić, Y Fagot-Revurat, P Ségransan, ...",,
Proceedings of Physical Phenomena at High Magnetic Fields-II: Tallahassee …,,
NMR investigation of low energy excitations in high Tc superconductors,1,1994
"C Berthier, M Horvatić, P Carretta, Y Berthier, P Ségransan, JA Gillet, ...",,
"Physica C: Superconductivity 235, 67-70",,
"NMR study of 63, 65Cu in YBa2Cu3O7to 6.65 single crystals",1,1989
"M Horvatić, P Ségransan, Y Berthier, P Butaud, Y Kitaoka, C Berthier, ...",,
"Physica C: Superconductivity and its Applications 162, 265-266",,
NMR and neutron diffraction studies of mixed conductors LixMPX3,1,1980
"Y Chabre, P Segransan, C Berthier, G Ouvrard",,
"Proceedings of the International Conference on Fast Ion Transport in Solids, 221",,
PHYSICAL PROPERTIES RELATED TO CHARGE DENSITY WAVES IN LAYERED TRANSITION METAL DICHALCOGENIDES,1,1977
"C Berthier, D Jérome, P Molinié",,
"Le Journal de Physique Colloques 38 (C7), C7-250-C7-252",,
Field-angular dependence of pairing interaction in URhGe: Comparison with UCoGe,,2020
"Y Tokunaga, D Aoki, H Mayaffre, S Krämer, MH Julien, C Berthier, ...",,
Proceedings of the International Conference on Strongly Correlated Electron …,,
Field-induced reentrant superconductivity driven by quantum tricritical fluctuations in URhGe,,2018
"Y Tokunaga, D Aoki, H Mayaffre, S Krämer, MH Julien, C Berthier, ...",,
"Physica B: Condensed Matter 536, 122-124",,
Anomalous spin correlations and mass-generating excitonic instability of interacting weyl fermions,,2017
"M Hirata, K Ishikawa, G Matsuno, A Kobayashi, K Miyagawa, M Tamura, ...",,
arXiv preprint arXiv:1702.00097,,
21aBC-1 κ-(BEDT-TTF) _2Cu (NCS) _2 の超伝導における FFLO 状態: Andreev 束縛状態の NMR による観測,,2016
宮川和也， 鹿野田一司,,
"日本物理学会講演概要集 71.1, 1891",,
Quantum tricritical fluctuations driving mass enhancement and reentrant superconductivity in URhGe,,2016
"Y Tokunaga, D Aoki, H Mayaffre, S Krämer, MH Julien, C Berthier, ...",,
"Journal of Physics: Conference Series 683 (1), 012010",,
"Svojstva singletnog osnovnog stanja"" vjetrenjače"" u Rb2Cu3SnF12",,2015
"MS Grbić, S Krämer, C Berthier, F Trousselet, O Cépas, H Tanaka, ...",,
"Deveti znanstveni sastanak Hrvatskog fizikalnog društva, 54-54",,
NMR investigation of charge order in YBaCuO in high magnetic fields,,2014
"M Hirata, H Mayaffre, S Kraemer, M Horvatic, C Berthier, MH Julien, ...",,
Bulletin of the American Physical Society 59,,
NMR studies of anisotropy and metal-insulator crossover in quasi-one-dimensional metal Li0.9Mo6O17,,2014
"G Wu, WG Clark, S Brown, JJ Neumeier, CAM Dos Santos, J Marcus, ...",,
"APS March Meeting Abstracts 2014, D6. 006",,
NMR investigation of charge order in YBa2Cu3Oy in high magnetic fields,,2014
"M Hirata, H Mayaffre, S Kraemer, M Horvatic, C Berthier, M Julien, ...",,
"APS March Meeting Abstracts 2014, Y52. 005",,
Field-induced magnetic behavior in a quasi-one-dimensional Ising-like antiferromagnet: a detailed single crystal neutron diffraction study,,2013
"B Grenier, E Canévet, M Klanjsek, C Berthier, M Horvatic, V Simonet, ...",,
Physical Review B: Condensed Matter and Materials Physics (1998-2015) 87 (5 …,,
Sensitivity-enhanced high-resolution NMR of half-integer quadrupolar nuclei at 30Tesla,,2010
"H Stork, S Kramer, M Horvatic, C Berthier, O Pauvert, F Fayon, ...",,
EUROMAR 2010 & 17th ISMAR-WWMR210,,
Luttinger liquid physics in the spin ladder material CuBr {sub 4}(C {sub 5} H {sub 12} N){sub 2},,2010
"M Klanjsek, H Mayaffre, C Berthier, M Horvatic, B Chiari, O Piovesana, ...",,
Physica Status Solidi B (Basic Research) 247,,
NMR investigation on quasi-one-dimensional purple bronze Li0.9Mo6O17,,2010
"G Wu, WG Clark, SE Brown, JJ Neumeier, CAM Dos Santos, J Marcus, ...",,
"APS March Meeting Abstracts 2010, L38. 010",,
Reply to the Comment by SE Sebastian and N. Harrison,,2009
"F Lévy, I Sheikin, C Berthier, M Horvatic, M Takigawa",,
arXiv preprint arXiv:0906.4484,,
BEC of triplon in the complex quantum spin liquid BaCuSi2O6,,2009
"R Stern, S Kraemer, M Horvatic, I Heinmaa, E Joon, C Berthier, T Kimura, ...",,
"APS March Meeting Abstracts, Y29. 008",,
"Phase Diagram of CeCoIn5 in the Vicinity of Hc2 as Determined by NMR (vol 403, pg 986, 2008)",,2008
"VF Mitrovic, G Koutroulakis, MA Vachon, M Horvatic, C Berthier, ...",,
"PHYSICA B-CONDENSED MATTER 403 (19-20), 3846-3846",,
Erratum to “Phase Diagram of CeCoIn5 in the Vicinity of H as Determined by NMR” [Physica B 403 (2008) 986],,2008
"VF Mitrović, G Koutroulakis, MA Vachon, M Horvatić, C Berthier, ...",,
"Physica B Condensed Matter 403 (19-20), 3846-3846",,
Phase diagram of CeCoIn {sub 5} in the vicinity of H {sub c2} as determined by NMR,,2008
"VF Mitrovic, G Koutroulakis, MA Vachon, M Horvatic, C Berthier, ...",,
"Physica. B, Condensed Matter 403",,
Similar glassy features in the 139La NMR response of pure and disordered La1. 88Sr0. 12CuCO4 VF Mitrovic,,2008
"MH Julien, C de Vaulx, M Horvatic, C Berthier, T Suzuki, K Yamada",,
"Phys. Rev. B 78, 1-7",,
Nature of the superconducting state of CeCoIn5 as revealed by NMR.,,2008
"G Koutroulakis, V Mitrovic, MA Vachon, M Horvatic, C Berthier, G Knebel, ...",,
"APS March Meeting Abstracts, J12. 003",,
Phase diagram of Formula Not Shown in the vicinity of Formula Not Shown as determined by NMR,,2008
"VF Mitrovic, G Koutroulakis, MA Vachon, M Horvatic, C Berthier, ...",,
"PHYSICA B 403 (5), 986-989",,
High field NMR in low dimensional quantum antiferromagnets,,2008
"C Berthier, M Klanjsek, S Kraemer, M Horvatic, H Mayaffre",,
Verhandlungen der Deutschen Physikalischen Gesellschaft 43 (1),,
NMR evidence for a strong modulation of the Bose-Einstein Condensate in BaCuSiO,,2007
"S Kramer, R Stern, M Horvatic, C Berthier, T Kimura, IR Fisher",,
arXiv preprint arXiv:0704.0888,,
NMR evidence for a strong modulation of the Bose-Einstein Condensate in BaCuSi2O6,,2007
"S Krämer, R Stern, M Horvatic, C Berthier, T Kimura, IR Fisher",,
arXiv preprint arXiv:0704.0888,,
Complex 2D Oxide BaCuSi2O6: A NMR Study,,2007
"R Stern, S Krämer, M Horvatic, C Berthier, I Heinmaa, E Joon, T Kimura, ...",,
"APS March Meeting Abstracts, N15. 012",,
Bose-Einstein Condensation in weakly coupled S= 1/2 two-leg spin ladders,,2007
"H Mayaffre, M Klanjsek, C Berthier, M Horvatic, B Chiari, O Piovesana",,
PHYSICAL REVIEW LETTERS 75,,
"Condensed Matter: Electronic Properties, etc.-Huge Transverse Magnetic Polarization in the Field-Induced Phase of the Antiferromagnetic Molecular Wheel CsFe8",,2007
"L Schnelzer, O Waldmann, M Horvatic, ST Ochsenbein, S Kramer, ...",,
"Physical Review Letters 99 (8), 87201-87201",,
NMR Study of the Possible FFLO State in CeCoIn ,,2006
"C Berthier, G Knebel, G Lapertot, J Flouquet",,
Bulletin of the American Physical Society,,
NMR Study of the Possible FFLO State in CeCoIn5,,2006
"VF Mitrović, M Horvatić, C Berthier, G Knebel, G Lapertot, J Flouquet",,
"APS March Meeting Abstracts, R44. 009",,
^51V-NMR investigation of the spin-frustrated magnet Ni3V2O8.,,2006
"WG Clark, P Ranin, G Wu, G Gaidos, G Lawes, AP Ramirez, RJ Cava, ...",,
"APS March Meeting Abstracts, J1. 129",,
Comment on “Localized behavior near the Zn impurity in  as measured by nuclear quadrupole resonance”,,2005
"MH Julien, Y Tokunaga, T Fehér, M Horvatić, C Berthier",,
"Physical Review B—Condensed Matter and Materials Physics 71 (17), 176501",,
Spin superstructure in the 18-magnetization plateau phase of the 2D orthogonal dimer spin system SrCu2 (BO3) 2,,2004
"K Kodama, M Takigawa, M Horvatić, C Berthier, H Kageyama, Y Ueda, ...",,
"Journal of magnetism and magnetic materials 272, 25-26",,
"The 1/8-magnetization plateau state in the 2D quantum antiferromagnet SrCu {sub 2}(BO {sub 3}){sub 2}: spin superstructure, phase transition, and spin dynamics studied by high …",,2004
"M Takigawa, K Kodama, M Horvatic, C Berthier, H Kageyama, Y Ueda, ...",,
"Physica. B, Condensed Matter 346",,
NMR investigation of Field Induced Spin Density Waves in (TMTSF) 2ClO4,,2004
"H Mayaffre, V Mitrovic, C Berthier, M Horvatic",,
"APS March Meeting Abstracts 2004, V19. 002",,
New Phase Transition between Partially and Fully Polarized Quantum Hall States with Charge and Spin Gaps at nu=(2/3),,2003
"C Berthier, N Freytag, M Horvatic, M Shayegan, Y Tokunaga",,
Physical Review Letters 87 (13),,
NMR studies of the ν= 2/3 phase transition,,2003
"O Stern, N Freytag, W Dietsche, JH Smet, K von Klitzing, M Bichler, ...",,
26th International Conference on Physics of Semiconductors,,
Spin polarization of two-dimensional electrons in GaAs quantum wells around Landau level filling v= 1 from NMR measurements of gallium nuclei,,2001
"S Melinte, N Freytag, M Horvatić, C Berthier, LP Lévy, V Bayot, ...",,
"Physical Review B-Condensed Matter and Materials Physics 64 (8), 853271-853279",,
Glassy spin freezing and NMR wipeout effect in the high-T {sub c} superconductor La {sub 1.90} Sr {sub 0.10} CuO {sub 4}: Critical discussion of the role of stripes,,2001
"MH Julien, A Campana, A Rigamonti, P Carretta, F Borsa, P Kuhns, ...",,
Physical Review B 63 (14),,
Spin polarization of two-dimensional electrons in GaAs quantum wells around Landau level filling (formula presented) from NMR measurements of gallium nuclei,,2001
"M Horvatić, C Berthier, LP Lévy, S Melinte, N Freytag, V Bayot, ...",,
Physical Review B-Condensed Matter and Materials Physics 64 (8),,
Unpolarizable ground states in the fractional quantum Hall effect at ν= 2/3,,2001
"N Freytag, Y Tokunaga, M Horvatić, C Berthier, M Shayegan, L Lévy",,
"Electronic Correlations: From Meso-to Nanophysics, 59-66",,
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Spin polarization of two-dimensional electrons in GaAs quantum wells around Landau level filling v …",,2001
"S Melinte, N Freytag, M Horvatic, C Berthier, LP Levy, V Bayot, ...",,
"Physical Review-Section B-Condensed Matter 64 (8), 85327-85327",,
Superfluidity and superconductivity-Glassy spin freezing and NMR wipeout effect in the high-Tc superconductor La1. 90Sr0. 10CuO4: Critical discussion of the role of stripes,,2001
"MH Julien, A Campana, A Rigamonti, P Carretta, F Borsa, P Kuhns, ...",,
"Physical Review-Section B-Condensed Matter 63 (14), 144508-144508",,
Glassy Spin Freezing and NMR Wipeout Effect in the High-T_c Superconductor La1. 90Sr0. 10CuO4: What is the Relationship With Stripes?,,2000
"MH Julien, A Campana, A Rigamonti, P Carretta, F Borsa, P Kuhns, ...",,
arXiv preprint cond-mat/0010362,,
Spin Polarization of 2D Electrons in GaAs Quantum Wells at ν= 1/2 from Gallium NMR Measurements,,2000
"N Freytag, M Horvatić, C Berthier, LP Lévy, S Melinte, V Bayot, ...",,
"APS March Meeting Abstracts, C17. 008",,
NMR Measurements of GaAs/AlGaAs Multiple Quantum Wells Heterostructures around Landau Level Filling Factor ν= 1,,2000
"S Melinte, V Bayot, N Freytag, LP Lévy, M Horvatić, C Berthier, ...",,
"APS March Meeting Abstracts, G17. 001",,
"Condensed Matter: Electronic Properties, etc.-NMR Evidence for a Generalized Spin-Peierls Transition in the High-Magnetic-Field Phase of the Spin Ladder Cu2 (C5H12N2) 2Cl4",,2000
"H Mayaffre, M Horvatic, C Berthier, MH Julien, P Segransan, L Levy, ...",,
"Physical Review Letters 85 (22), 4795-4798",,
High magnetic field NMR studies of quantum spin chains and ladders,,2000
"C Berthier, M Horvatić, Y Fagot-Revurat, MH Julien, G Chaboussant, ...",,
"Journal of the Physical Society of Japan 69, 54-58",,
"Charge Segregation, Cluster Spin Glass, and Superconductivity in La {sub 1.94} Sr {sub 0.06} CuO {sub 4}",,1999
"M Julien, F Borsa, P Carretta, M Horvatic, C Berthier, CT Lin",,
Physical Review Letters 83 (3),,
High magnetic field NMR studies of quantum spins chains and ladders.,,1999
"G Kido, M Horvatić, C Berthier",,
Proceedings of the 4th International Symposium on Advanced Physical Fields …,,
1H NMR measurement of the magnetic field penetration depth λab in the organic superconductor κ-(BEDT-TTF)2Cu[N(CN)2]Br,,1999
"H Mayaffre, P Segransan, C Berthier, P Batail, A Van-Ouynh",,
"Synthetic Metals 103 (1-3), 1985-1986",,
NMR study of the CuGeO3 spin-Peierls system,,1998
"A Revcolevschi, G Dhalenne, P Segransan, C Berthier, M Horvatic, ...",,
"Journal of Magnetism and Magnetic Materials 177 (1), 669-670",,
NMR study of the CuGeO3 spin-Peierls system,,1998
"M Horvatić, Y Fagot-Revurat, ME Hanson, C Berthier, P Ségransan, ...",,
"Journal of magnetism and magnetic materials 177, 669-670",,
NMR study of the S= 1/2 Heisenberg Ladder Cu2 (C5H12N2) 2Cl4: Quantum phase transition and critical dynamics,,1997
"G Chaboussant, Y Fagot-Revurat, MH Julien, ME Hanson, C Berthier, ...",,
arXiv preprint cond-mat/9711124,,
{sup 63} Cu and {sup 89} YNMR study of an optimally doped YBa {sub 2} Cu {sub 3} O {sub 6.94} single crystal,,1997
"T Auler, M Horvatic, JA Gillet, C Berthier, Y Berthier, P Segransan, ...",,
"Physical Review, B: Condensed Matter 56 (17)",,
Spin dynamics of a S= 1/2 antiferromagnetic Heisenberg ladder: H NMR in Cu {sub 2}(C {sub 5} H {sub 12} N {sub 2}){sub 2} Cl {sub 4},,1997
"G Chaboussant, MH Julien, Y Fagot-Revurat, M Horvatic, C Berthier, ...",,
,,
Spin Dynamics of a S= 1/2 Antiferromagnetic Heisenberg Ladder:^ 1H NMR in Cu (CHN) Cl,,1997
"G Chaboussant, MH Julien, Y Fagot-Revurat, M Horvatić, C Berthier, ...",,
"APS March Meeting Abstracts, F11. 10",,
Evidence of the staggered magnetization in the incommensurate spin-Peierls phase of CuGeO_3,,1997
"ME Hanson, Y Fagot-Revurat, M Horvatic, P Segransan, C Berthier",,
"APS March Meeting Abstracts, C19. 06",,
Spin dynamics of a S=1/2 antiferromagnetic Heisenberg ladder: H NMR in Cu2(C5H12N2)2Cl4,,1997
"G Chaboussant, MH Julien, Y Fagot-Revurat, M Horvatic, C Berthier, ...",,
,,
{sup 63} Cu NMR in the normal state of HgBa {sub 2} Ca {sub 2} Cu {sub 3} O {sub 8+{delta}},,1996
"MH Julien, M Horvatic, C Berthier",,
Journal of Low Temperature Physics 105 (CONF-960808-),,
Nuclear magnetic resonance in high-T {sub c} superconductors; Ressonancia magnetica nuclear em supercondutores de alto T {sub c},,1994
"LTS Auler, C Berthier, Y Berthier, JA Gillet, P Segransan, M Horvatic, ...",,
,,
NMR investigation of HgBa2CaCu2O6+δ,,1994
"JJ Capponi, C Berthier, JA Gillet, P Ségransan, Y Berthier, M Horvatić",,
"Physica C Superconductivity 235, 1669-1670",,
Étude par résonance magnétique nucléaire des oxydes supraconducteurs à haute température critique YBa2Cu3O (6+ x),,1994
JA Gillet,,
Université Joseph Fourier (Grenoble; 1971-2015),,
NMR investigation of low energy excitations in high T [sub c] superconductors,,1993
"C Berthier, JA Gillet, T Auler, Y Berthier, M Horvatic, P Segransan, ...",,
Physica Scripta T;(Sweden) 49,,
NMR Investigation of Low-Energy Excitations in YBa2Cu3O6+x Single Crystals,,1993
"T Auler, C Berthier, Y Berthier, P Butaud, WG Clark, JA Gillett, M Horvatić, ...",,
Electronic Properties of High-T c Superconductors: The Normal and the …,,
17O and 63Cu NMR study of anisotropic magnetic fluctuations in a single crystal of YBa2Cu3O6+ x: Comparison with neutron diffraction,,1992
"WG Clark, C Berthier, Y Berthier, P Butaud, JY Henry, M Horvatić, ...",,
"Journal of Magnetism and Magnetic Materials 104, 589-590",,
sup 17 O and sup 63 Cu NMR study of anisotropic magnetic fluctuations in a single crystal of YBa sub 2 O sub 6+ x: comparison with neutron diffraction,,1992
"WG Clark, C Berthier, Y Berthier, P Butaud, P Segransan, JY Henry, ...",,
Journal of Magnetism and Magnetic Materials;(Netherlands) 104,,
Nuclear Spectroscopy of Charge Density Waves in Molybdenum Bronzes,,1992
"C Berthier, A Jánossy, P Butaud, P Segransan",,
"Nuclear Spectroscopy on Charge Density Wave Systems, 177-227",,
NMR study of spin fluctuations in YBa sub 2 Cu sub 3 O sub 6+ x,,1991
"C Berthier, Y Berthier, P Butaud, JA Gillet, P Segransan, WG Clark, ...",,
Physica C: Superconductivity;(Netherlands) 185,,
Estudos por ressonancia magnetica nuclear e espectroscopia infravermelha de condutores ionicos polimericos,,1991
"JP Donoso, LHC Mattoso, MG Cavalcante, W Gorecki, C Berthier, ...",,
Anais,,
17O and 63Cu NMR Investigation of Spin Fluctuations in High Tc Superconducting Oxides,,1991
"C Berthier, Y Berthier, P Butaud, M Horvatic, Y Kitaoka, P Segransan",,
"Dynamics of Magnetic Fluctuations in High-Temperature Superconductors, 73-85",,
super (17) O NMR YBa sub (2) Cu sub (3) O sub (6. 65) discrimination between t-J and two-band models. A new approach.,,1990
"P Butaud, M Horvatic, Y Berthier, P Segransan, Y Kitaoka, C Berthier",,
"PHYSICA C. 166 (3), 301-309",,
NMR study of the polymer solid electrolyte PEO'('LI'B'F IND. 4) IND X',,1990
"JP Donoso, MG Cavalcante, W Gorecki, C Berthier, M Armand",,
Proceedings,,
Estudos por ressonância magnética nuclear em eletrólitos poliméricos sólidos,,1990
"JP Donoso, LHC Mattoso, MG Cavalcante, W Gorecki, C Berthier, ...",,
Anais,,
Relajacion nuclear en conductores ionicos polimericos,,1990
"JP Donoso, MG Cavalcante, W Gorecki, C Berthier, M Armand",,
"Contribuciones Cientificas Y Tecnologicas 7, 381-4",,
"17O, 63Cu and 89Y NMR Investigation of Spin Fluctuations in High TC Superconducting YBa2Cu3O6+x",,1990
"C Berthier, Y Berthier, P Butaud, M Horvatić, P Ségransan",,
25th Congress Ampere on Magnetic Resonance and Related Phenomena: Extended …,,
NMR Study of the Polymer Solid Electrolyte PEO (LIBF4)x,,1990
"JP Donoso, MG Cavalcante, W Gorecki, C Berthier, M Armand",,
